S1,W1,L1,WINPCT1,RPI1,RPIRATE1,PTS1,PPG1,3FG1,3FGA1,AST1,TO1,ASTTORATIO1,APG1,BLKS1,BKPG1,DREBS1,DRPG1,FGM1,FGA1,FGPCT1,OPPFG1,OPPFGA1,OPPFGPCT1,FTA1,FTPCT1,OREBS1,ORPG1,GM1,FOULS1,PFPG1,DQ1,REB1,RPG1,OPPREB1,OPPRPG1,REBMAR1,OPPPTS1,OPPPPG1,SCRMAR1,ST1,STPG1,OPP3FGA1,OPP3FGPCT1,3PG1,OPPTO1,TORATIO1,TOPG1,S2,W2,L2,WINPCT2,RPI2,RPIRATE2,PTS2,PPG2,3FG2,3FGA2,AST2,TO2,ASTTORATIO2,APG2,BLKS2,BKPG2,DREBS2,DRPG2,FGM2,FGA2,FGPCT2,OPPFG2,OPPFGA2,OPPFGPCT2,FTA2,FTPCT2,OREBS2,ORPG2,GM2,FOULS2,PFPG2,DQ2,REB2,RPG2,OPPREB2,OPPRPG2,REBMAR2,OPPPTS2,OPPPPG2,SCRMAR2,ST2,STPG2,OPP3FGA2,OPP3FGPCT2,3PG2,OPPTO2,TORATIO2,TOPG2,T1RESULT
0.1875,0.7931034483,0.2592592593,0.7663981588,0.05322128852,0.8454545455,0.6426068676,0.5451977401,0.3377926421,0.4129496403,0.4807692308,0.7209302326,0.3583333333,0.4220183486,0.3732718894,0.3333333333,0.6768867925,0.4686695279,0.6492985972,0.5730337079,0.667051356,0.3548387097,0.5660377358,0.08291861266,0.8019323671,0.4793146678,0.6565349544,0.5535372849,0.9090909091,0.5040214477,0.3712121212,0.2692307692,0.7374213836,0.6202531646,0.3884156729,0.1761006289,0.85,0.4522028263,0.1784511785,0.7555555556,0.670411985,0.6184210526,0.6759098787,0.3269230769,0.2528735632,0.6373873874,0.6035502959,0.5567010309,0.875,0.8620689655,0.1851851852,0.83429229,0.1848739496,0.6939393939,0.7680448493,0.6949152542,0.5284280936,0.4978417266,0.4495192308,0.6013289037,0.4,0.3853211009,0.4147465438,0.3636363636,0.7452830189,0.5424892704,0.6913827655,0.5966292135,0.7010963647,0.6036866359,0.6714761376,0.3695735395,0.9396135266,0.7078980359,0.462006079,0.3738049713,0.9090909091,0.6836461126,0.5151515152,0.2307692308,0.6823899371,0.5569620253,0.4207836457,0.2075471698,0.75,0.6824605154,0.4545454545,0.6888888889,0.2958801498,0.2236842105,0.4090121317,0.3782051282,0.4367816092,0.3896396396,0.4733727811,0.4432989691,
0.875,0.8620689655,0.1851851852,0.83429229,0.1848739496,0.6939393939,0.7680448493,0.6949152542,0.5284280936,0.4978417266,0.4495192308,0.6013289037,0.4,0.3853211009,0.4147465438,0.3636363636,0.7452830189,0.5424892704,0.6913827655,0.5966292135,0.7010963647,0.6036866359,0.6714761376,0.3695735395,0.9396135266,0.7078980359,0.462006079,0.3738049713,0.9090909091,0.6836461126,0.5151515152,0.2307692308,0.6823899371,0.5569620253,0.4207836457,0.2075471698,0.75,0.6824605154,0.4545454545,0.6888888889,0.2958801498,0.2236842105,0.4090121317,0.3782051282,0.4367816092,0.3896396396,0.4733727811,0.4432989691,0.1875,0.7931034483,0.2592592593,0.7663981588,0.05322128852,0.8454545455,0.6426068676,0.5451977401,0.3377926421,0.4129496403,0.4807692308,0.7209302326,0.3583333333,0.4220183486,0.3732718894,0.3333333333,0.6768867925,0.4686695279,0.6492985972,0.5730337079,0.667051356,0.3548387097,0.5660377358,0.08291861266,0.8019323671,0.4793146678,0.6565349544,0.5535372849,0.9090909091,0.5040214477,0.3712121212,0.2692307692,0.7374213836,0.6202531646,0.3884156729,0.1761006289,0.85,0.4522028263,0.1784511785,0.7555555556,0.670411985,0.6184210526,0.6759098787,0.3269230769,0.2528735632,0.6373873874,0.6035502959,0.5567010309,1
0.4375,0.6896551724,0.3703703704,0.665132336,0.08683473389,0.8,0.6517168886,0.5564971751,0.474916388,0.4129496403,0.6634615385,0.634551495,0.55,0.623853211,0.6221198157,0.5757575758,0.7759433962,0.5751072961,0.6553106212,0.6393258427,0.5931909983,0.6866359447,0.7957824639,0.3272337493,0.5869565217,0.679481822,0.6018237082,0.5028680688,0.9090909091,0.5737265416,0.4242424242,0.3461538462,0.7751572327,0.664556962,0.5229982964,0.320754717,0.75,0.6816292602,0.4511784512,0.5777777778,0.3707865169,0.3026315789,0.568457539,0.3205128205,0.3908045977,0.2027027027,0.3136094675,0.4742268041,0.625,0.8620689655,0.1481481481,0.8619102417,0.06162464986,0.803030303,0.681850035,0.6553672316,0.6321070234,0.5669064748,0.5360576923,0.2358803987,0.7833333333,0.5229357798,0.2211981567,0.196969697,0.695754717,0.5570815451,0.6472945892,0.5191011236,0.7351413733,0.5092165899,0.5826859046,0.339024577,0.5797101449,0.7241955704,0.3069908815,0.2504780115,0.8181818182,0.3324396783,0.2575757576,0.1923076923,0.5691823899,0.4873417722,0.3730834753,0.213836478,0.7,0.5511221945,0.3636363636,0.7111111111,0.2059925094,0.1578947368,0.6239168111,0.4743589744,0.5747126437,0.2342342342,0.5443786982,0.1340206186,
0.625,0.8620689655,0.1481481481,0.8619102417,0.06162464986,0.803030303,0.681850035,0.6553672316,0.6321070234,0.5669064748,0.5360576923,0.2358803987,0.7833333333,0.5229357798,0.2211981567,0.196969697,0.695754717,0.5570815451,0.6472945892,0.5191011236,0.7351413733,0.5092165899,0.5826859046,0.339024577,0.5797101449,0.7241955704,0.3069908815,0.2504780115,0.8181818182,0.3324396783,0.2575757576,0.1923076923,0.5691823899,0.4873417722,0.3730834753,0.213836478,0.7,0.5511221945,0.3636363636,0.7111111111,0.2059925094,0.1578947368,0.6239168111,0.4743589744,0.5747126437,0.2342342342,0.5443786982,0.1340206186,0.4375,0.6896551724,0.3703703704,0.665132336,0.08683473389,0.8,0.6517168886,0.5564971751,0.474916388,0.4129496403,0.6634615385,0.634551495,0.55,0.623853211,0.6221198157,0.5757575758,0.7759433962,0.5751072961,0.6553106212,0.6393258427,0.5931909983,0.6866359447,0.7957824639,0.3272337493,0.5869565217,0.679481822,0.6018237082,0.5028680688,0.9090909091,0.5737265416,0.4242424242,0.3461538462,0.7751572327,0.664556962,0.5229982964,0.320754717,0.75,0.6816292602,0.4511784512,0.5777777778,0.3707865169,0.3026315789,0.568457539,0.3205128205,0.3908045977,0.2027027027,0.3136094675,0.4742268041,1
0.125,0.8965517241,0.1481481481,0.8688147296,0.04481792717,0.8606060606,0.8444288718,0.7853107345,0.5886287625,0.5697841727,0.7548076923,0.3122923588,0.9166666667,0.7247706422,0.6958525346,0.6363636364,0.8160377358,0.6180257511,0.9058116232,0.7842696629,0.7784189267,0.8041474654,0.9267480577,0.3342010566,0.5917874396,0.6050982031,0.6686930091,0.5650095602,0.9090909091,0.273458445,0.1742424242,0.03846153846,0.8364779874,0.7405063291,0.5928449744,0.3962264151,0.75,0.6450540316,0.4074074074,0.8,0.4531835206,0.3947368421,0.4939341421,0.3333333333,0.5057471264,0.2477477477,0.5147928994,0.175257732,0.9375,0.6551724138,0.2962962963,0.6996547756,0.3417366947,0.6,0.4604064471,0.5056497175,0.2307692308,0.2287769784,0.2139423077,0.4186046512,0.3083333333,0.2110091743,0.1152073733,0.1060606061,0.3466981132,0.2961373391,0.4228456914,0.3943820225,0.538372764,0.4769585253,0.4528301887,0.4945256872,0.6570048309,0.7496865859,0.4772036474,0.4694072658,0.6363636364,0.3592493298,0.3560606061,0.1153846154,0.4245283019,0.4367088608,0.3100511073,0.2641509434,0.6,0.4522028263,0.3771043771,0.6,0.4719101124,0.5,0.3570190641,0.7243589744,0.1954022989,0.3738738739,0.5621301775,0.3917525773,
0.9375,0.6551724138,0.2962962963,0.6996547756,0.3417366947,0.6,0.4604064471,0.5056497175,0.2307692308,0.2287769784,0.2139423077,0.4186046512,0.3083333333,0.2110091743,0.1152073733,0.1060606061,0.3466981132,0.2961373391,0.4228456914,0.3943820225,0.538372764,0.4769585253,0.4528301887,0.4945256872,0.6570048309,0.7496865859,0.4772036474,0.4694072658,0.6363636364,0.3592493298,0.3560606061,0.1153846154,0.4245283019,0.4367088608,0.3100511073,0.2641509434,0.6,0.4522028263,0.3771043771,0.6,0.4719101124,0.5,0.3570190641,0.7243589744,0.1954022989,0.3738738739,0.5621301775,0.3917525773,0.125,0.8965517241,0.1481481481,0.8688147296,0.04481792717,0.8606060606,0.8444288718,0.7853107345,0.5886287625,0.5697841727,0.7548076923,0.3122923588,0.9166666667,0.7247706422,0.6958525346,0.6363636364,0.8160377358,0.6180257511,0.9058116232,0.7842696629,0.7784189267,0.8041474654,0.9267480577,0.3342010566,0.5917874396,0.6050982031,0.6686930091,0.5650095602,0.9090909091,0.273458445,0.1742424242,0.03846153846,0.8364779874,0.7405063291,0.5928449744,0.3962264151,0.75,0.6450540316,0.4074074074,0.8,0.4531835206,0.3947368421,0.4939341421,0.3333333333,0.5057471264,0.2477477477,0.5147928994,0.175257732,1
0.0625,0.8275862069,0.1481481481,0.8550057537,0.03081232493,0.896969697,0.649614576,0.6807909605,0.508361204,0.5410071942,0.5913461538,0.4850498339,0.6,0.623853211,0.331797235,0.3181818182,0.4410377358,0.3399141631,0.6933867735,0.6539325843,0.6324293133,0.4884792627,0.5238623751,0.3954521093,0.5096618357,0.4755536983,0.8054711246,0.7629063098,0.7272727273,0.3887399464,0.3409090909,0.2692307692,0.6572327044,0.664556962,0.3747870528,0.2767295597,0.8,0.4397339983,0.2895622896,0.7777777778,0.6853932584,0.6973684211,0.3483535529,0.2371794872,0.4712643678,0.5382882883,0.6568047337,0.412371134,1,0.7586206897,0.1481481481,0.8411967779,0.4257703081,0.5363636364,0.5129642607,0.6412429379,0.364548495,0.3568345324,0.2836538462,0.5514950166,0.2916666667,0.3302752294,0.33640553,0.3636363636,0.6344339623,0.713304721,0.4789579158,0.3853932584,0.6451240623,0.2603686636,0.4961154273,0.009493913177,0.7246376812,0.4751358128,0.5106382979,0.5353728489,0.5454545455,0.4504021448,0.4848484848,0.1538461538,0.6336477987,0.7911392405,0.3475298126,0.3773584906,0.8,0.3366583541,0.2929292929,0.7555555556,0.3820224719,0.4210526316,0.6100519931,0.1666666667,0.367816092,0.3423423423,0.4615384615,0.5670103093,
1,0.7586206897,0.1481481481,0.8411967779,0.4257703081,0.5363636364,0.5129642607,0.6412429379,0.364548495,0.3568345324,0.2836538462,0.5514950166,0.2916666667,0.3302752294,0.33640553,0.3636363636,0.6344339623,0.713304721,0.4789579158,0.3853932584,0.6451240623,0.2603686636,0.4961154273,0.009493913177,0.7246376812,0.4751358128,0.5106382979,0.5353728489,0.5454545455,0.4504021448,0.4848484848,0.1538461538,0.6336477987,0.7911392405,0.3475298126,0.3773584906,0.8,0.3366583541,0.2929292929,0.7555555556,0.3820224719,0.4210526316,0.6100519931,0.1666666667,0.367816092,0.3423423423,0.4615384615,0.5670103093,0.0625,0.8275862069,0.1481481481,0.8550057537,0.03081232493,0.896969697,0.649614576,0.6807909605,0.508361204,0.5410071942,0.5913461538,0.4850498339,0.6,0.623853211,0.331797235,0.3181818182,0.4410377358,0.3399141631,0.6933867735,0.6539325843,0.6324293133,0.4884792627,0.5238623751,0.3954521093,0.5096618357,0.4755536983,0.8054711246,0.7629063098,0.7272727273,0.3887399464,0.3409090909,0.2692307692,0.6572327044,0.664556962,0.3747870528,0.2767295597,0.8,0.4397339983,0.2895622896,0.7777777778,0.6853932584,0.6973684211,0.3483535529,0.2371794872,0.4712643678,0.5382882883,0.6568047337,0.412371134,1
0.5,0.7586206897,0.2592592593,0.7571921749,0.09523809524,0.7939393939,0.7266993693,0.709039548,0.5719063545,0.5683453237,0.5480769231,0.4352159468,0.6,0.5321100917,0.4147465438,0.3787878788,0.8655660377,0.7442060086,0.7114228457,0.7280898876,0.5701096365,0.797235023,0.8257491676,0.4645892351,0.6086956522,0.7864605098,0.6352583587,0.5640535373,0.8181818182,0.3002680965,0.2348484848,0.2307692308,0.8522012579,0.835443038,0.4293015332,0.2767295597,0.9,0.714879468,0.5622895623,0.6222222222,0.2996254682,0.25,0.5528596187,0.5576923077,0.5172413793,0.1486486486,0.3727810651,0.3298969072,0.5625,0.5862068966,0.3703703704,0.6260069045,0.1400560224,0.7424242424,0.5501051156,0.6214689266,0.5518394649,0.5899280576,0.5649038462,0.438538206,0.6083333333,0.6422018349,0.5576036866,0.5757575758,0.5778301887,0.5673819742,0.5571142285,0.5348314607,0.5729948067,0.569124424,0.6870144284,0.2864252354,0.3599033816,0.681153364,0.2887537994,0.2782026769,0.6363636364,0.4798927614,0.4696969697,0.2307692308,0.4811320755,0.5126582278,0.6899488927,0.7169811321,0.35,0.5735660848,0.5353535354,0.5777777778,0.543071161,0.5789473684,0.4280762565,0.3525641026,0.5517241379,0.3648648649,0.5443786982,0.412371134,
0.5625,0.5862068966,0.3703703704,0.6260069045,0.1400560224,0.7424242424,0.5501051156,0.6214689266,0.5518394649,0.5899280576,0.5649038462,0.438538206,0.6083333333,0.6422018349,0.5576036866,0.5757575758,0.5778301887,0.5673819742,0.5571142285,0.5348314607,0.5729948067,0.569124424,0.6870144284,0.2864252354,0.3599033816,0.681153364,0.2887537994,0.2782026769,0.6363636364,0.4798927614,0.4696969697,0.2307692308,0.4811320755,0.5126582278,0.6899488927,0.7169811321,0.35,0.5735660848,0.5353535354,0.5777777778,0.543071161,0.5789473684,0.4280762565,0.3525641026,0.5517241379,0.3648648649,0.5443786982,0.412371134,0.5,0.7586206897,0.2592592593,0.7571921749,0.09523809524,0.7939393939,0.7266993693,0.709039548,0.5719063545,0.5683453237,0.5480769231,0.4352159468,0.6,0.5321100917,0.4147465438,0.3787878788,0.8655660377,0.7442060086,0.7114228457,0.7280898876,0.5701096365,0.797235023,0.8257491676,0.4645892351,0.6086956522,0.7864605098,0.6352583587,0.5640535373,0.8181818182,0.3002680965,0.2348484848,0.2307692308,0.8522012579,0.835443038,0.4293015332,0.2767295597,0.9,0.714879468,0.5622895623,0.6222222222,0.2996254682,0.25,0.5528596187,0.5576923077,0.5172413793,0.1486486486,0.3727810651,0.3298969072,1
0.3125,0.7931034483,0.1851851852,0.8193325662,0.01120448179,0.9454545455,0.4982480729,0.4915254237,0.4247491639,0.4244604317,0.40625,0.3588039867,0.5333333333,0.4036697248,0.2073732719,0.196969697,0.5047169811,0.4120171674,0.5611222445,0.4943820225,0.6318522793,0.4423963134,0.4672586016,0.4028022357,0.2101449275,0.7421646469,0.4012158055,0.3652007648,0.7272727273,0.3672922252,0.3257575758,0.1538461538,0.4905660377,0.4556962025,0.2419080068,0.1257861635,0.75,0.3566084788,0.1851851852,0.7111111111,0.468164794,0.4605263158,0.1039861352,0.5,0.3908045977,0.3265765766,0.5562130178,0.2886597938,0.75,0.6206896552,0.4074074074,0.6179516686,0.1932773109,0.6848484848,0.5872459706,0.5395480226,0.3344481605,0.3410071942,0.5576923077,0.4617940199,0.5833333333,0.5412844037,0.5852534562,0.5606060606,0.7287735849,0.5931330472,0.6052104208,0.5696629213,0.6035776111,0.4585253456,0.6570477248,0.1375086134,0.6835748792,0.4805683243,0.4711246201,0.4072657744,0.8181818182,0.5549597855,0.446969697,0.2692307692,0.6761006289,0.6202531646,0.5178875639,0.3773584906,0.65,0.5561097257,0.367003367,0.6222222222,0.3370786517,0.2894736842,0.5649913345,0.4102564103,0.2643678161,0.2927927928,0.4733727811,0.3505154639,
0.75,0.6206896552,0.4074074074,0.6179516686,0.1932773109,0.6848484848,0.5872459706,0.5395480226,0.3344481605,0.3410071942,0.5576923077,0.4617940199,0.5833333333,0.5412844037,0.5852534562,0.5606060606,0.7287735849,0.5931330472,0.6052104208,0.5696629213,0.6035776111,0.4585253456,0.6570477248,0.1375086134,0.6835748792,0.4805683243,0.4711246201,0.4072657744,0.8181818182,0.5549597855,0.446969697,0.2692307692,0.6761006289,0.6202531646,0.5178875639,0.3773584906,0.65,0.5561097257,0.367003367,0.6222222222,0.3370786517,0.2894736842,0.5649913345,0.4102564103,0.2643678161,0.2927927928,0.4733727811,0.3505154639,0.3125,0.7931034483,0.1851851852,0.8193325662,0.01120448179,0.9454545455,0.4982480729,0.4915254237,0.4247491639,0.4244604317,0.40625,0.3588039867,0.5333333333,0.4036697248,0.2073732719,0.196969697,0.5047169811,0.4120171674,0.5611222445,0.4943820225,0.6318522793,0.4423963134,0.4672586016,0.4028022357,0.2101449275,0.7421646469,0.4012158055,0.3652007648,0.7272727273,0.3672922252,0.3257575758,0.1538461538,0.4905660377,0.4556962025,0.2419080068,0.1257861635,0.75,0.3566084788,0.1851851852,0.7111111111,0.468164794,0.4605263158,0.1039861352,0.5,0.3908045977,0.3265765766,0.5562130178,0.2886597938,1
0.25,0.7931034483,0.1851851852,0.8193325662,0.02521008403,0.9060606061,0.6468114926,0.6779661017,0.3946488294,0.3841726619,0.4471153846,0.1295681063,0.8166666667,0.4587155963,0.3179723502,0.303030303,0.5235849057,0.4334763948,0.6753507014,0.6966292135,0.5551067513,0.4562211982,0.526082131,0.3315978868,0.5966183575,0.6372753865,0.6930091185,0.6520076482,0.7272727273,0.4235924933,0.3712121212,0.1923076923,0.6540880503,0.664556962,0.4327086882,0.3459119497,0.7,0.4713216958,0.32996633,0.7555555556,0.4719101124,0.4605263158,0.4090121317,0.3846153846,0.3563218391,0.3783783784,0.7278106509,0.07216494845,0.8125,0.7586206897,0.2592592593,0.7571921749,0.2941176471,0.6272727273,0.5802382621,0.5310734463,0.5317725753,0.5352517986,0.3173076923,0.415282392,0.4083333333,0.2660550459,0.331797235,0.303030303,0.554245283,0.4008583691,0.498997996,0.4269662921,0.6208886324,0.5092165899,0.551609323,0.3886379297,0.8405797101,0.4300041789,0.556231003,0.4885277247,0.8181818182,0.4262734584,0.3409090909,0.3076923077,0.6037735849,0.5316455696,0.3645655877,0.2075471698,0.75,0.4704904406,0.2626262626,0.6888888889,0.3520599251,0.3026315789,0.3414211438,0.5128205128,0.4712643678,0.286036036,0.4911242604,0.3092783505,
0.8125,0.7586206897,0.2592592593,0.7571921749,0.2941176471,0.6272727273,0.5802382621,0.5310734463,0.5317725753,0.5352517986,0.3173076923,0.415282392,0.4083333333,0.2660550459,0.331797235,0.303030303,0.554245283,0.4008583691,0.498997996,0.4269662921,0.6208886324,0.5092165899,0.551609323,0.3886379297,0.8405797101,0.4300041789,0.556231003,0.4885277247,0.8181818182,0.4262734584,0.3409090909,0.3076923077,0.6037735849,0.5316455696,0.3645655877,0.2075471698,0.75,0.4704904406,0.2626262626,0.6888888889,0.3520599251,0.3026315789,0.3414211438,0.5128205128,0.4712643678,0.286036036,0.4911242604,0.3092783505,0.25,0.7931034483,0.1851851852,0.8193325662,0.02521008403,0.9060606061,0.6468114926,0.6779661017,0.3946488294,0.3841726619,0.4471153846,0.1295681063,0.8166666667,0.4587155963,0.3179723502,0.303030303,0.5235849057,0.4334763948,0.6753507014,0.6966292135,0.5551067513,0.4562211982,0.526082131,0.3315978868,0.5966183575,0.6372753865,0.6930091185,0.6520076482,0.7272727273,0.4235924933,0.3712121212,0.1923076923,0.6540880503,0.664556962,0.4327086882,0.3459119497,0.7,0.4713216958,0.32996633,0.7555555556,0.4719101124,0.4605263158,0.4090121317,0.3846153846,0.3563218391,0.3783783784,0.7278106509,0.07216494845,1
0.375,0.6551724138,0.3333333333,0.6754890679,0.137254902,0.7424242424,0.4667133847,0.4491525424,0.3444816054,0.3956834532,0.375,0.4053156146,0.4666666667,0.3669724771,0.331797235,0.3181818182,0.3443396226,0.2291845494,0.4428857715,0.4438202247,0.5066358915,0.2880184332,0.346281909,0.305336498,0.5410628019,0.6882574175,0.5835866261,0.5449330784,0.7272727273,0.5227882038,0.4621212121,0.3846153846,0.4779874214,0.4430379747,0.3816013629,0.2893081761,0.6,0.3333333333,0.1548821549,0.6888888889,0.5543071161,0.5526315789,0.1854419411,0.358974359,0.2988505747,0.4864864865,0.6627218935,0.3402061856,0.6875,0.724137931,0.3703703704,0.6766398159,0.1484593838,0.7303030303,0.6692361598,0.5169491525,0.7123745819,0.6374100719,0.5841346154,0.4119601329,0.65,0.495412844,0.3456221198,0.2878787879,0.5495283019,0.2729613734,0.7074148297,0.6382022472,0.6722446624,0.6013824885,0.6326304107,0.4256182528,0.2753623188,0.6640200585,0.4802431611,0.3661567878,1,0.4128686327,0.2575757576,0.1153846154,0.5613207547,0.3544303797,0.4378194208,0.1698113208,0.6,0.5594347465,0.2457912458,0.6888888889,0.3333333333,0.25,0.445407279,0.3525641026,0.5977011494,0.3490990991,0.5384615385,0.2371134021,
0.6875,0.724137931,0.3703703704,0.6766398159,0.1484593838,0.7303030303,0.6692361598,0.5169491525,0.7123745819,0.6374100719,0.5841346154,0.4119601329,0.65,0.495412844,0.3456221198,0.2878787879,0.5495283019,0.2729613734,0.7074148297,0.6382022472,0.6722446624,0.6013824885,0.6326304107,0.4256182528,0.2753623188,0.6640200585,0.4802431611,0.3661567878,1,0.4128686327,0.2575757576,0.1153846154,0.5613207547,0.3544303797,0.4378194208,0.1698113208,0.6,0.5594347465,0.2457912458,0.6888888889,0.3333333333,0.25,0.445407279,0.3525641026,0.5977011494,0.3490990991,0.5384615385,0.2371134021,0.375,0.6551724138,0.3333333333,0.6754890679,0.137254902,0.7424242424,0.4667133847,0.4491525424,0.3444816054,0.3956834532,0.375,0.4053156146,0.4666666667,0.3669724771,0.331797235,0.3181818182,0.3443396226,0.2291845494,0.4428857715,0.4438202247,0.5066358915,0.2880184332,0.346281909,0.305336498,0.5410628019,0.6882574175,0.5835866261,0.5449330784,0.7272727273,0.5227882038,0.4621212121,0.3846153846,0.4779874214,0.4430379747,0.3816013629,0.2893081761,0.6,0.3333333333,0.1548821549,0.6888888889,0.5543071161,0.5526315789,0.1854419411,0.358974359,0.2988505747,0.4864864865,0.6627218935,0.3402061856,1
0.1875,0.8620689655,0.1851851852,0.83429229,0.02801120448,0.8909090909,0.8353188507,0.7740112994,0.652173913,0.5769784173,0.7307692308,0.4750830565,0.725,0.6972477064,0.3778801843,0.3333333333,0.7948113208,0.5948497854,0.8076152305,0.6516853933,0.8038084247,0.7580645161,0.8146503885,0.4170431054,0.8719806763,0.4951943168,0.7234042553,0.6156787763,0.9090909091,0.3378016086,0.2348484848,0.07692307692,0.8506289308,0.7594936709,0.3134582624,0.09433962264,1,0.6907730673,0.4646464646,0.7555555556,0.2172284644,0.1447368421,0.6932409012,0.4679487179,0.5632183908,0.1328828829,0.3431952663,0.3298969072,0.875,0.5862068966,0.3333333333,0.6490218642,0.2969187675,0.6515151515,0.4548002803,0.5621468927,0.3545150502,0.3899280576,0.2331730769,0.4451827243,0.3083333333,0.2660550459,0.267281106,0.2878787879,0.516509434,0.5708154506,0.4308617234,0.4168539326,0.5216387767,0.4516129032,0.4905660377,0.3812112396,0.5338164251,0.6456330965,0.3860182371,0.4043977055,0.5454545455,0.4289544236,0.4621212121,0.4230769231,0.4905660377,0.6012658228,0.4361158433,0.4905660377,0.55,0.463840399,0.4646464646,0.5777777778,0.329588015,0.3552631579,0.4956672444,0.2692307692,0.3563218391,0.295045045,0.4852071006,0.4536082474,
0.875,0.5862068966,0.3333333333,0.6490218642,0.2969187675,0.6515151515,0.4548002803,0.5621468927,0.3545150502,0.3899280576,0.2331730769,0.4451827243,0.3083333333,0.2660550459,0.267281106,0.2878787879,0.516509434,0.5708154506,0.4308617234,0.4168539326,0.5216387767,0.4516129032,0.4905660377,0.3812112396,0.5338164251,0.6456330965,0.3860182371,0.4043977055,0.5454545455,0.4289544236,0.4621212121,0.4230769231,0.4905660377,0.6012658228,0.4361158433,0.4905660377,0.55,0.463840399,0.4646464646,0.5777777778,0.329588015,0.3552631579,0.4956672444,0.2692307692,0.3563218391,0.295045045,0.4852071006,0.4536082474,0.1875,0.8620689655,0.1851851852,0.83429229,0.02801120448,0.8909090909,0.8353188507,0.7740112994,0.652173913,0.5769784173,0.7307692308,0.4750830565,0.725,0.6972477064,0.3778801843,0.3333333333,0.7948113208,0.5948497854,0.8076152305,0.6516853933,0.8038084247,0.7580645161,0.8146503885,0.4170431054,0.8719806763,0.4951943168,0.7234042553,0.6156787763,0.9090909091,0.3378016086,0.2348484848,0.07692307692,0.8506289308,0.7594936709,0.3134582624,0.09433962264,1,0.6907730673,0.4646464646,0.7555555556,0.2172284644,0.1447368421,0.6932409012,0.4679487179,0.5632183908,0.1328828829,0.3431952663,0.3298969072,1
0.4375,0.9655172414,0,1,0.05882352941,0.8242424242,0.7126839523,0.7598870056,0.5217391304,0.5338129496,0.5048076923,0.3687707641,0.6166666667,0.5229357798,0.2903225806,0.2727272727,0.6132075472,0.5356223176,0.745490982,0.6449438202,0.7207155222,0.4400921659,0.538290788,0.2821376617,0.6352657005,0.4600919348,0.7841945289,0.741873805,0.7272727273,0.3136729223,0.2803030303,0.1923076923,0.7610062893,0.7974683544,0.3151618399,0.2075471698,0.95,0.4039900249,0.2457912458,0.8888888889,0.5767790262,0.5789473684,0.5008665511,0.2628205128,0.4942528736,0.4211711712,0.6272189349,0.2989690722,0.625,0.7586206897,0.2592592593,0.7571921749,0.0700280112,0.8121212121,0.7161878066,0.697740113,0.7224080268,0.7769784173,0.4134615385,0.5681063123,0.3916666667,0.376146789,0.5299539171,0.5,0.7146226415,0.5776824034,0.7114228457,0.7078651685,0.5937680323,0.599078341,0.6514983352,0.3920833014,0.5579710145,0.4688675303,0.6504559271,0.5783938815,0.8181818182,0.6139410188,0.5,0.3846153846,0.7594339623,0.7215189873,0.4701873935,0.3270440252,0.8,0.5860349127,0.404040404,0.7333333333,0.5805243446,0.5526315789,0.2391681109,0.2051282051,0.6666666667,0.3671171171,0.4733727811,0.4536082474,
0.625,0.7586206897,0.2592592593,0.7571921749,0.0700280112,0.8121212121,0.7161878066,0.697740113,0.7224080268,0.7769784173,0.4134615385,0.5681063123,0.3916666667,0.376146789,0.5299539171,0.5,0.7146226415,0.5776824034,0.7114228457,0.7078651685,0.5937680323,0.599078341,0.6514983352,0.3920833014,0.5579710145,0.4688675303,0.6504559271,0.5783938815,0.8181818182,0.6139410188,0.5,0.3846153846,0.7594339623,0.7215189873,0.4701873935,0.3270440252,0.8,0.5860349127,0.404040404,0.7333333333,0.5805243446,0.5526315789,0.2391681109,0.2051282051,0.6666666667,0.3671171171,0.4733727811,0.4536082474,0.4375,0.9655172414,0,1,0.05882352941,0.8242424242,0.7126839523,0.7598870056,0.5217391304,0.5338129496,0.5048076923,0.3687707641,0.6166666667,0.5229357798,0.2903225806,0.2727272727,0.6132075472,0.5356223176,0.745490982,0.6449438202,0.7207155222,0.4400921659,0.538290788,0.2821376617,0.6352657005,0.4600919348,0.7841945289,0.741873805,0.7272727273,0.3136729223,0.2803030303,0.1923076923,0.7610062893,0.7974683544,0.3151618399,0.2075471698,0.95,0.4039900249,0.2457912458,0.8888888889,0.5767790262,0.5789473684,0.5008665511,0.2628205128,0.4942528736,0.4211711712,0.6272189349,0.2989690722,1
