S1,W1,L1,WINPCT1,RPI1,RPIRATE1,PTS1,PPG1,3FG1,3FGA1,AST1,TO1,ASTTORATIO1,APG1,BLKS1,BKPG1,DREBS1,DRPG1,FGM1,FGA1,FGPCT1,OPPFG1,OPPFGA1,OPPFGPCT1,FTA1,FTPCT1,OREBS1,ORPG1,GM1,FOULS1,PFPG1,DQ1,REB1,RPG1,OPPREB1,OPPRPG1,REBMAR1,OPPPTS1,OPPPPG1,SCRMAR1,ST1,STPG1,OPP3FGA1,OPP3FGPCT1,3PG1,OPPTO1,TORATIO1,TOPG1,S2,W2,L2,WINPCT2,RPI2,RPIRATE2,PTS2,PPG2,3FG2,3FGA2,AST2,TO2,ASTTORATIO2,APG2,BLKS2,BKPG2,DREBS2,DRPG2,FGM2,FGA2,FGPCT2,OPPFG2,OPPFGA2,OPPFGPCT2,FTA2,FTPCT2,OREBS2,ORPG2,GM2,FOULS2,PFPG2,DQ2,REB2,RPG2,OPPREB2,OPPRPG2,REBMAR2,OPPPTS2,OPPPPG2,SCRMAR2,ST2,STPG2,OPP3FGA2,OPP3FGPCT2,3PG2,OPPTO2,TORATIO2,TOPG2,T1RESULT
0.0625,0.8611,0.1429,0.8831,0,1,0.6448,0.5529,0.2916,0.2487,0.6392,0.3782,0.7034,0.5368,0.5975,0.5224,0.6484,0.5793,0.6694,0.5965,0.6816,0.3676,0.6418,0.1557,0.6411,0.3547,0.6577,0.62,0.8,0.475,0.3333,0.2174,0.7093,0.6605,0.4737,0.2072,0.7819,0.36,0.1667,0.8148,0.4381,0.3614,0.2645,0.3526,0.2286,0.5073,0.6474,0.2593,0.125,0.7778,0.25,0.796,0.0142,0.9167,0.6571,0.5688,0.545,0.4803,0.4451,0.149,0.731,0.3309,0.4025,0.3284,0.5625,0.4622,0.574,0.5134,0.6257,0.6232,0.7264,0.4491,0.6294,0.7265,0.3921,0.3342,0.8,0.3477,0.2114,0.087,0.532,0.4372,0.5178,0.2432,0.5473,0.5079,0.2917,0.7102,0.3043,0.2289,0.2632,0.4872,0.4571,0.3223,0.6154,0.0648,0
0.125,0.7778,0.25,0.796,0.0142,0.9167,0.6571,0.5688,0.545,0.4803,0.4451,0.149,0.731,0.3309,0.4025,0.3284,0.5625,0.4622,0.574,0.5134,0.6257,0.6232,0.7264,0.4491,0.6294,0.7265,0.3921,0.3342,0.8,0.3477,0.2114,0.087,0.532,0.4372,0.5178,0.2432,0.5473,0.5079,0.2917,0.7102,0.3043,0.2289,0.2632,0.4872,0.4571,0.3223,0.6154,0.0648,0.0625,0.8611,0.1429,0.8831,0,1,0.6448,0.5529,0.2916,0.2487,0.6392,0.3782,0.7034,0.5368,0.5975,0.5224,0.6484,0.5793,0.6694,0.5965,0.6816,0.3676,0.6418,0.1557,0.6411,0.3547,0.6577,0.62,0.8,0.475,0.3333,0.2174,0.7093,0.6605,0.4737,0.2072,0.7819,0.36,0.1667,0.8148,0.4381,0.3614,0.2645,0.3526,0.2286,0.5073,0.6474,0.2593,1
0.5,0.75,0.3571,0.7255,0.054,0.836,0.759,0.6032,0.2888,0.2993,0.4048,0.6476,0.3241,0.25,0.8644,0.7164,0.7266,0.5761,0.6805,0.6685,0.5922,0.6563,0.8488,0.3413,1,0.453,0.8838,0.799,0.9333,0.7068,0.4715,0.2826,0.8634,0.7581,0.5448,0.1937,0.8765,0.6743,0.3519,0.6819,0.3244,0.2169,0.4592,0.3654,0.2,0.4286,0.4231,0.4259,0.125,0.7222,0.2857,0.7607,0.0256,0.8763,0.6279,0.5794,0.6049,0.4843,0.5495,0.2579,0.731,0.4706,0.2373,0.194,0.4094,0.3002,0.5989,0.485,0.7263,0.6048,0.6364,0.5449,0.4083,0.7991,0.3755,0.3359,0.7333,0.2409,0.1382,0.1304,0.4293,0.3488,0.4353,0.2117,0.4979,0.4907,0.3171,0.6972,0.3311,0.2771,0.3842,0.3397,0.5333,0.3736,0.5962,0.1759,1
0.125,0.7222,0.2857,0.7607,0.0256,0.8763,0.6279,0.5794,0.6049,0.4843,0.5495,0.2579,0.731,0.4706,0.2373,0.194,0.4094,0.3002,0.5989,0.485,0.7263,0.6048,0.6364,0.5449,0.4083,0.7991,0.3755,0.3359,0.7333,0.2409,0.1382,0.1304,0.4293,0.3488,0.4353,0.2117,0.4979,0.4907,0.3171,0.6972,0.3311,0.2771,0.3842,0.3397,0.5333,0.3736,0.5962,0.1759,0.5,0.75,0.3571,0.7255,0.054,0.836,0.759,0.6032,0.2888,0.2993,0.4048,0.6476,0.3241,0.25,0.8644,0.7164,0.7266,0.5761,0.6805,0.6685,0.5922,0.6563,0.8488,0.3413,1,0.453,0.8838,0.799,0.9333,0.7068,0.4715,0.2826,0.8634,0.7581,0.5448,0.1937,0.8765,0.6743,0.3519,0.6819,0.3244,0.2169,0.4592,0.3654,0.2,0.4286,0.4231,0.4259,0
0.0625,0.9444,0.0714,0.9438,0.0028,0.9812,0.6233,0.4735,0.4305,0.4004,0.5201,0.5043,0.4966,0.3897,0.3644,0.2836,0.5719,0.4231,0.5989,0.5435,0.6313,0.4228,0.6085,0.2874,0.6424,0.3932,0.6266,0.5606,0.8667,0.4318,0.2602,0.1739,0.6473,0.5395,0.4879,0.1802,0.6955,0.38,0.1481,0.7691,0.6087,0.494,0.3789,0.4167,0.3333,0.6081,0.6603,0.3426,0.4375,0.8333,0.25,0.8082,0.071,0.8333,0.6981,0.5238,0.5177,0.4307,0.4817,0.5788,0.4207,0.3235,0.839,0.7015,0.6875,0.5256,0.6349,0.6274,0.5698,0.5551,0.8218,0.2275,0.5878,0.859,0.4959,0.4029,0.9333,0.6773,0.4472,0.2826,0.6579,0.5116,0.7539,0.3604,0.5103,0.5771,0.2731,0.6906,0.6321,0.494,0.5145,0.4167,0.4,0.5934,0.6026,0.3704,0
0.4375,0.8333,0.25,0.8082,0.071,0.8333,0.6981,0.5238,0.5177,0.4307,0.4817,0.5788,0.4207,0.3235,0.839,0.7015,0.6875,0.5256,0.6349,0.6274,0.5698,0.5551,0.8218,0.2275,0.5878,0.859,0.4959,0.4029,0.9333,0.6773,0.4472,0.2826,0.6579,0.5116,0.7539,0.3604,0.5103,0.5771,0.2731,0.6906,0.6321,0.494,0.5145,0.4167,0.4,0.5934,0.6026,0.3704,0.0625,0.9444,0.0714,0.9438,0.0028,0.9812,0.6233,0.4735,0.4305,0.4004,0.5201,0.5043,0.4966,0.3897,0.3644,0.2836,0.5719,0.4231,0.5989,0.5435,0.6313,0.4228,0.6085,0.2874,0.6424,0.3932,0.6266,0.5606,0.8667,0.4318,0.2602,0.1739,0.6473,0.5395,0.4879,0.1802,0.6955,0.38,0.1481,0.7691,0.6087,0.494,0.3789,0.4167,0.3333,0.6081,0.6603,0.3426,1
0.125,0.7778,0.25,0.796,0.0142,0.9167,0.6571,0.5688,0.545,0.4803,0.4451,0.149,0.731,0.3309,0.4025,0.3284,0.5625,0.4622,0.574,0.5134,0.6257,0.6232,0.7264,0.4491,0.6294,0.7265,0.3921,0.3342,0.8,0.3477,0.2114,0.087,0.532,0.4372,0.5178,0.2432,0.5473,0.5079,0.2917,0.7102,0.3043,0.2289,0.2632,0.4872,0.4571,0.3223,0.6154,0.0648,0.5,0.75,0.3571,0.7255,0.054,0.836,0.759,0.6032,0.2888,0.2993,0.4048,0.6476,0.3241,0.25,0.8644,0.7164,0.7266,0.5761,0.6805,0.6685,0.5922,0.6563,0.8488,0.3413,1,0.453,0.8838,0.799,0.9333,0.7068,0.4715,0.2826,0.8634,0.7581,0.5448,0.1937,0.8765,0.6743,0.3519,0.6819,0.3244,0.2169,0.4592,0.3654,0.2,0.4286,0.4231,0.4259,0
0.5,0.75,0.3571,0.7255,0.054,0.836,0.759,0.6032,0.2888,0.2993,0.4048,0.6476,0.3241,0.25,0.8644,0.7164,0.7266,0.5761,0.6805,0.6685,0.5922,0.6563,0.8488,0.3413,1,0.453,0.8838,0.799,0.9333,0.7068,0.4715,0.2826,0.8634,0.7581,0.5448,0.1937,0.8765,0.6743,0.3519,0.6819,0.3244,0.2169,0.4592,0.3654,0.2,0.4286,0.4231,0.4259,0.125,0.7778,0.25,0.796,0.0142,0.9167,0.6571,0.5688,0.545,0.4803,0.4451,0.149,0.731,0.3309,0.4025,0.3284,0.5625,0.4622,0.574,0.5134,0.6257,0.6232,0.7264,0.4491,0.6294,0.7265,0.3921,0.3342,0.8,0.3477,0.2114,0.087,0.532,0.4372,0.5178,0.2432,0.5473,0.5079,0.2917,0.7102,0.3043,0.2289,0.2632,0.4872,0.4571,0.3223,0.6154,0.0648,1
0.4375,0.8333,0.25,0.8082,0.071,0.8333,0.6981,0.5238,0.5177,0.4307,0.4817,0.5788,0.4207,0.3235,0.839,0.7015,0.6875,0.5256,0.6349,0.6274,0.5698,0.5551,0.8218,0.2275,0.5878,0.859,0.4959,0.4029,0.9333,0.6773,0.4472,0.2826,0.6579,0.5116,0.7539,0.3604,0.5103,0.5771,0.2731,0.6906,0.6321,0.494,0.5145,0.4167,0.4,0.5934,0.6026,0.3704,0.5,0.75,0.3571,0.7255,0.054,0.836,0.759,0.6032,0.2888,0.2993,0.4048,0.6476,0.3241,0.25,0.8644,0.7164,0.7266,0.5761,0.6805,0.6685,0.5922,0.6563,0.8488,0.3413,1,0.453,0.8838,0.799,0.9333,0.7068,0.4715,0.2826,0.8634,0.7581,0.5448,0.1937,0.8765,0.6743,0.3519,0.6819,0.3244,0.2169,0.4592,0.3654,0.2,0.4286,0.4231,0.4259,1
0.5,0.75,0.3571,0.7255,0.054,0.836,0.759,0.6032,0.2888,0.2993,0.4048,0.6476,0.3241,0.25,0.8644,0.7164,0.7266,0.5761,0.6805,0.6685,0.5922,0.6563,0.8488,0.3413,1,0.453,0.8838,0.799,0.9333,0.7068,0.4715,0.2826,0.8634,0.7581,0.5448,0.1937,0.8765,0.6743,0.3519,0.6819,0.3244,0.2169,0.4592,0.3654,0.2,0.4286,0.4231,0.4259,0.4375,0.8333,0.25,0.8082,0.071,0.8333,0.6981,0.5238,0.5177,0.4307,0.4817,0.5788,0.4207,0.3235,0.839,0.7015,0.6875,0.5256,0.6349,0.6274,0.5698,0.5551,0.8218,0.2275,0.5878,0.859,0.4959,0.4029,0.9333,0.6773,0.4472,0.2826,0.6579,0.5116,0.7539,0.3604,0.5103,0.5771,0.2731,0.6906,0.6321,0.494,0.5145,0.4167,0.4,0.5934,0.6026,0.3704,0
0.0625,1,0,1,0,0.9866,0.7119,0.5926,0.2888,0.27,0.6007,0.4384,0.6207,0.4706,1,0.8657,0.6594,0.5403,0.6833,0.6179,0.676,0.3199,0.7093,0,0.736,0.641,0.7116,0.6497,0.8667,0.5545,0.374,0.2826,0.7413,0.6558,0.522,0.2117,0.7695,0.2836,0.0671,0.9412,0.5385,0.4337,0.4026,0.0385,0.2095,0.6209,0.7115,0.287,0.3125,0.6389,0.3214,0.7133,0.0625,0.7984,0.5287,0.545,0.3542,0.4085,0.4927,0.5673,0.4345,0.4632,0.2712,0.2388,0.2,0.0928,0.4979,0.6084,0.3408,0.3419,0.2682,0.6886,0.632,0.3675,0.8859,0.9754,0.6,0.9091,0.8943,0.5,0.5378,0.5767,0.4566,0.3108,0.6091,0.4407,0.3565,0.6296,0.9498,0.9398,0.2408,0.641,0.3333,0.8864,0.9167,0.5093,1
0.3125,0.6389,0.3214,0.7133,0.0625,0.7984,0.5287,0.545,0.3542,0.4085,0.4927,0.5673,0.4345,0.4632,0.2712,0.2388,0.2,0.0928,0.4979,0.6084,0.3408,0.3419,0.2682,0.6886,0.632,0.3675,0.8859,0.9754,0.6,0.9091,0.8943,0.5,0.5378,0.5767,0.4566,0.3108,0.6091,0.4407,0.3565,0.6296,0.9498,0.9398,0.2408,0.641,0.3333,0.8864,0.9167,0.5093,0.0625,1,0,1,0,0.9866,0.7119,0.5926,0.2888,0.27,0.6007,0.4384,0.6207,0.4706,1,0.8657,0.6594,0.5403,0.6833,0.6179,0.676,0.3199,0.7093,0,0.736,0.641,0.7116,0.6497,0.8667,0.5545,0.374,0.2826,0.7413,0.6558,0.522,0.2117,0.7695,0.2836,0.0671,0.9412,0.5385,0.4337,0.4026,0.0385,0.2095,0.6209,0.7115,0.287,0
0.1875,0.8333,0.1786,0.8545,0.0483,0.8306,0.7441,0.6878,0.5586,0.4651,0.6429,0.2923,0.7931,0.5441,0.4492,0.3731,0.5453,0.4386,0.7441,0.5475,0.905,0.6801,0.7975,0.4371,0.4928,0.7094,0.3423,0.2807,0.8,0.2705,0.1382,0.1522,0.4981,0.3953,0.5619,0.2793,0.4774,0.5557,0.3333,0.7691,0.5485,0.4578,0.4697,0.391,0.4667,0.4231,0.6218,0.1852,0.4375,0.7778,0.1429,0.871,0.0398,0.8306,0.4867,0.4841,0.3869,0.3589,0.4597,0.2063,0.6897,0.4265,0.4322,0.403,0.4078,0.402,0.4813,0.4462,0.5475,0.2114,0.3537,0.2874,0.4395,0.5342,0.5539,0.5878,0.6,0.3773,0.3496,0.0435,0.5116,0.5442,0.3257,0.1937,0.6872,0.205,0.1389,0.7843,0.5284,0.506,0.2513,0.5577,0.3619,0.4945,0.7564,0.1759,1
0.4375,0.7778,0.1429,0.871,0.0398,0.8306,0.4867,0.4841,0.3869,0.3589,0.4597,0.2063,0.6897,0.4265,0.4322,0.403,0.4078,0.402,0.4813,0.4462,0.5475,0.2114,0.3537,0.2874,0.4395,0.5342,0.5539,0.5878,0.6,0.3773,0.3496,0.0435,0.5116,0.5442,0.3257,0.1937,0.6872,0.205,0.1389,0.7843,0.5284,0.506,0.2513,0.5577,0.3619,0.4945,0.7564,0.1759,0.1875,0.8333,0.1786,0.8545,0.0483,0.8306,0.7441,0.6878,0.5586,0.4651,0.6429,0.2923,0.7931,0.5441,0.4492,0.3731,0.5453,0.4386,0.7441,0.5475,0.905,0.6801,0.7975,0.4371,0.4928,0.7094,0.3423,0.2807,0.8,0.2705,0.1382,0.1522,0.4981,0.3953,0.5619,0.2793,0.4774,0.5557,0.3333,0.7691,0.5485,0.4578,0.4697,0.391,0.4667,0.4231,0.6218,0.1852,0
0.0625,0.9444,0.1071,0.9184,0.0085,0.9624,0.7119,0.5423,0.5204,0.4803,0.511,0.1175,0.8552,0.3529,0.4025,0.3134,0.6031,0.4158,0.6943,0.5902,0.7374,0.5882,0.6877,0.4431,0.5046,0.7991,0.4876,0.3944,0.9333,0.1818,0,0.087,0.6017,0.4465,0.367,0.0541,0.7284,0.4329,0.1574,0.8148,0.2742,0.1807,0.2605,0.7051,0.4,0.337,0.641,0,0.25,0.6667,0.3929,0.6803,0.0313,0.8575,0.739,0.6799,0.2371,0.2012,0.7985,0.6476,0.6276,0.7059,0.5424,0.4627,0.6969,0.6461,0.8119,0.7437,0.7207,0.5754,0.8137,0.2635,0.5683,0.5342,0.7842,0.7557,0.8,0.7205,0.561,0.2826,0.7984,0.7767,0.5718,0.2883,0.8066,0.6393,0.4028,0.6972,0.5318,0.4458,0.6342,0.2244,0.1714,0.5018,0.4872,0.4907,1
0.25,0.6667,0.3929,0.6803,0.0313,0.8575,0.739,0.6799,0.2371,0.2012,0.7985,0.6476,0.6276,0.7059,0.5424,0.4627,0.6969,0.6461,0.8119,0.7437,0.7207,0.5754,0.8137,0.2635,0.5683,0.5342,0.7842,0.7557,0.8,0.7205,0.561,0.2826,0.7984,0.7767,0.5718,0.2883,0.8066,0.6393,0.4028,0.6972,0.5318,0.4458,0.6342,0.2244,0.1714,0.5018,0.4872,0.4907,0.0625,0.9444,0.1071,0.9184,0.0085,0.9624,0.7119,0.5423,0.5204,0.4803,0.511,0.1175,0.8552,0.3529,0.4025,0.3134,0.6031,0.4158,0.6943,0.5902,0.7374,0.5882,0.6877,0.4431,0.5046,0.7991,0.4876,0.3944,0.9333,0.1818,0,0.087,0.6017,0.4465,0.367,0.0541,0.7284,0.4329,0.1574,0.8148,0.2742,0.1807,0.2605,0.7051,0.4,0.337,0.641,0,0
0.375,0.5833,0.4643,0.6119,0.0795,0.7742,0.6157,0.5635,0.3733,0.3549,0.6795,0.5501,0.6,0.6103,0.3136,0.2687,0.5453,0.4915,0.6141,0.5079,0.7151,0.5699,0.6364,0.485,0.5176,0.6581,0.4481,0.4165,0.7333,0.5455,0.439,0.2826,0.5475,0.4977,0.4211,0.1982,0.642,0.5507,0.3704,0.6318,0.4381,0.3735,0.5474,0.5128,0.3143,0.4945,0.5385,0.4352,0.125,0.8889,0.1071,0.9129,0.0142,0.957,0.7175,0.6508,0.2616,0.2235,0.5549,0.4699,0.5517,0.4485,0.4195,0.3433,0.6547,0.5883,0.6874,0.553,0.7877,0.3695,0.5608,0.2635,0.7763,0.6111,0.5456,0.4996,0.8,0.5909,0.439,0.3043,0.6609,0.6,0.3087,0.0676,0.8519,0.3907,0.1921,0.8715,0.612,0.5181,0.3618,0.4487,0.2,0.6026,0.6795,0.3333,0
0.125,0.8889,0.1071,0.9129,0.0142,0.957,0.7175,0.6508,0.2616,0.2235,0.5549,0.4699,0.5517,0.4485,0.4195,0.3433,0.6547,0.5883,0.6874,0.553,0.7877,0.3695,0.5608,0.2635,0.7763,0.6111,0.5456,0.4996,0.8,0.5909,0.439,0.3043,0.6609,0.6,0.3087,0.0676,0.8519,0.3907,0.1921,0.8715,0.612,0.5181,0.3618,0.4487,0.2,0.6026,0.6795,0.3333,0.375,0.5833,0.4643,0.6119,0.0795,0.7742,0.6157,0.5635,0.3733,0.3549,0.6795,0.5501,0.6,0.6103,0.3136,0.2687,0.5453,0.4915,0.6141,0.5079,0.7151,0.5699,0.6364,0.485,0.5176,0.6581,0.4481,0.4165,0.7333,0.5455,0.439,0.2826,0.5475,0.4977,0.4211,0.1982,0.642,0.5507,0.3704,0.6318,0.4381,0.3735,0.5474,0.5128,0.3143,0.4945,0.5385,0.4352,1
0.5,0.5556,0.4643,0.5998,0.1136,0.7339,0.52,0.4788,0.3787,0.3509,0.348,0.3438,0.4483,0.2721,0.6441,0.597,0.5703,0.5834,0.5297,0.5419,0.4972,0.4614,0.6517,0.2934,0.4551,0.4701,0.5954,0.6064,0.6667,0.4909,0.4228,0.2826,0.6318,0.6558,0.5676,0.3649,0.6296,0.4614,0.3333,0.5991,0.1538,0.1084,0.3987,0.4167,0.3429,0.2839,0.4615,0.2778,0.25,0.6944,0.2857,0.753,0.054,0.8118,0.4985,0.4497,0.2752,0.3327,0.3553,0.4384,0.3931,0.2794,0.6822,0.6418,0.5125,0.5004,0.5062,0.5372,0.4581,0.3511,0.5671,0.2275,0.5397,0.3932,0.6349,0.6514,0.6667,0.4591,0.3902,0.2391,0.6143,0.6326,0.5804,0.3784,0.5967,0.3093,0.1944,0.7015,0.6388,0.6024,0.3724,0.2436,0.2381,0.5714,0.6795,0.3611,0
0.25,0.6944,0.2857,0.753,0.054,0.8118,0.4985,0.4497,0.2752,0.3327,0.3553,0.4384,0.3931,0.2794,0.6822,0.6418,0.5125,0.5004,0.5062,0.5372,0.4581,0.3511,0.5671,0.2275,0.5397,0.3932,0.6349,0.6514,0.6667,0.4591,0.3902,0.2391,0.6143,0.6326,0.5804,0.3784,0.5967,0.3093,0.1944,0.7015,0.6388,0.6024,0.3724,0.2436,0.2381,0.5714,0.6795,0.3611,0.5,0.5556,0.4643,0.5998,0.1136,0.7339,0.52,0.4788,0.3787,0.3509,0.348,0.3438,0.4483,0.2721,0.6441,0.597,0.5703,0.5834,0.5297,0.5419,0.4972,0.4614,0.6517,0.2934,0.4551,0.4701,0.5954,0.6064,0.6667,0.4909,0.4228,0.2826,0.6318,0.6558,0.5676,0.3649,0.6296,0.4614,0.3333,0.5991,0.1538,0.1084,0.3987,0.4167,0.3429,0.2839,0.4615,0.2778,1
0.1875,0.6111,0.3571,0.6825,0.0426,0.8253,0.5077,0.5159,0.3787,0.3771,0.3755,0.4699,0.3931,0.3309,0.6017,0.5821,0.5844,0.6648,0.5159,0.5269,0.4916,0.4007,0.6562,0.1916,0.3784,0.7051,0.5,0.5242,0.6,0.3386,0.3089,0.0652,0.5959,0.6605,0.6102,0.4505,0.5556,0.3393,0.2616,0.6928,0.4849,0.4699,0.4868,0.3333,0.3524,0.5018,0.5962,0.4259,0.4375,0.6944,0.3929,0.6891,0.071,0.8091,0.6469,0.5053,0.5368,0.453,0.7711,0.533,0.6897,0.6471,0.6102,0.5075,0.7078,0.6054,0.6943,0.6424,0.6592,0.4724,0.6985,0.2515,0.4382,0.2393,0.5975,0.5301,0.8667,0.7205,0.5203,0.3696,0.718,0.6279,0.5676,0.2477,0.7119,0.5436,0.2824,0.6667,0.3712,0.2771,0.4895,0.3205,0.4286,0.4084,0.4679,0.3611,0
0.4375,0.6944,0.3929,0.6891,0.071,0.8091,0.6469,0.5053,0.5368,0.453,0.7711,0.533,0.6897,0.6471,0.6102,0.5075,0.7078,0.6054,0.6943,0.6424,0.6592,0.4724,0.6985,0.2515,0.4382,0.2393,0.5975,0.5301,0.8667,0.7205,0.5203,0.3696,0.718,0.6279,0.5676,0.2477,0.7119,0.5436,0.2824,0.6667,0.3712,0.2771,0.4895,0.3205,0.4286,0.4084,0.4679,0.3611,0.1875,0.6111,0.3571,0.6825,0.0426,0.8253,0.5077,0.5159,0.3787,0.3771,0.3755,0.4699,0.3931,0.3309,0.6017,0.5821,0.5844,0.6648,0.5159,0.5269,0.4916,0.4007,0.6562,0.1916,0.3784,0.7051,0.5,0.5242,0.6,0.3386,0.3089,0.0652,0.5959,0.6605,0.6102,0.4505,0.5556,0.3393,0.2616,0.6928,0.4849,0.4699,0.4868,0.3333,0.3524,0.5018,0.5962,0.4259,1
0.0625,0.9167,0.1071,0.9151,0.0114,0.9543,0.8096,0.7222,0.5068,0.4216,0.6648,0.4756,0.6483,0.5368,0.4958,0.403,0.6594,0.5403,0.8119,0.6503,0.8659,0.7096,0.8578,0.4072,0.645,0.5256,0.6162,0.5496,0.8667,0.4227,0.252,0.1522,0.6967,0.6,0.5391,0.2252,0.7119,0.5579,0.2963,0.8322,0.6221,0.506,0.3855,0.3141,0.4095,0.5256,0.6026,0.3148,0.3125,0.6667,0.2857,0.7453,0.0455,0.8172,0.5051,0.5106,0.455,0.3428,0.4835,0.4355,0.5103,0.4559,0.6059,0.5821,0.4891,0.5232,0.4661,0.3093,0.7542,0.2353,0.4536,0.1796,0.498,0.5427,0.361,0.3622,0.6,0.3636,0.3333,0.1957,0.4719,0.4884,0.2731,0.1441,0.6831,0.1986,0.1319,0.8126,0.388,0.3614,0.2592,0.3205,0.4286,0.3919,0.5064,0.3889,1
0.3125,0.6667,0.2857,0.7453,0.0455,0.8172,0.5051,0.5106,0.455,0.3428,0.4835,0.4355,0.5103,0.4559,0.6059,0.5821,0.4891,0.5232,0.4661,0.3093,0.7542,0.2353,0.4536,0.1796,0.498,0.5427,0.361,0.3622,0.6,0.3636,0.3333,0.1957,0.4719,0.4884,0.2731,0.1441,0.6831,0.1986,0.1319,0.8126,0.388,0.3614,0.2592,0.3205,0.4286,0.3919,0.5064,0.3889,0.0625,0.9167,0.1071,0.9151,0.0114,0.9543,0.8096,0.7222,0.5068,0.4216,0.6648,0.4756,0.6483,0.5368,0.4958,0.403,0.6594,0.5403,0.8119,0.6503,0.8659,0.7096,0.8578,0.4072,0.645,0.5256,0.6162,0.5496,0.8667,0.4227,0.252,0.1522,0.6967,0.6,0.5391,0.2252,0.7119,0.5579,0.2963,0.8322,0.6221,0.506,0.3855,0.3141,0.4095,0.5256,0.6026,0.3148,0
0.6875,0.5556,0.4643,0.5998,0.1364,0.7124,0.5532,0.5265,0.3433,0.2942,0.5,0.5014,0.4828,0.4412,0.4534,0.4179,0.5594,0.5679,0.5781,0.5775,0.5363,0.5129,0.6535,0.3713,0.485,0.4274,0.6058,0.6183,0.6667,0.5091,0.439,0.3261,0.6298,0.6558,0.5477,0.3514,0.642,0.5229,0.3866,0.5861,0.4883,0.4458,0.5921,0.5833,0.3048,0.4469,0.5192,0.4167,0.125,0.9167,0.0714,0.9416,0.0199,0.9032,0.7574,0.7063,0.455,0.3488,0.7234,0.4069,0.7586,0.625,0.3983,0.3284,0.7531,0.7234,0.7911,0.5649,0.9665,0.4871,0.7435,0.2156,0.5579,0.4915,0.5,0.4504,0.8,0.4909,0.3496,0.1522,0.7006,0.6512,0.4395,0.1757,0.7942,0.4443,0.2384,0.8736,0.4482,0.3614,0.4171,0.4167,0.3714,0.4286,0.5577,0.2778,0
0.125,0.9167,0.0714,0.9416,0.0199,0.9032,0.7574,0.7063,0.455,0.3488,0.7234,0.4069,0.7586,0.625,0.3983,0.3284,0.7531,0.7234,0.7911,0.5649,0.9665,0.4871,0.7435,0.2156,0.5579,0.4915,0.5,0.4504,0.8,0.4909,0.3496,0.1522,0.7006,0.6512,0.4395,0.1757,0.7942,0.4443,0.2384,0.8736,0.4482,0.3614,0.4171,0.4167,0.3714,0.4286,0.5577,0.2778,0.6875,0.5556,0.4643,0.5998,0.1364,0.7124,0.5532,0.5265,0.3433,0.2942,0.5,0.5014,0.4828,0.4412,0.4534,0.4179,0.5594,0.5679,0.5781,0.5775,0.5363,0.5129,0.6535,0.3713,0.485,0.4274,0.6058,0.6183,0.6667,0.5091,0.439,0.3261,0.6298,0.6558,0.5477,0.3514,0.642,0.5229,0.3866,0.5861,0.4883,0.4458,0.5921,0.5833,0.3048,0.4469,0.5192,0.4167,1
0.0625,1,0,1,0,0.9866,0.7119,0.5926,0.2888,0.27,0.6007,0.4384,0.6207,0.4706,1,0.8657,0.6594,0.5403,0.6833,0.6179,0.676,0.3199,0.7093,0,0.736,0.641,0.7116,0.6497,0.8667,0.5545,0.374,0.2826,0.7413,0.6558,0.522,0.2117,0.7695,0.2836,0.0671,0.9412,0.5385,0.4337,0.4026,0.0385,0.2095,0.6209,0.7115,0.287,0.1875,0.8333,0.1786,0.8545,0.0483,0.8306,0.7441,0.6878,0.5586,0.4651,0.6429,0.2923,0.7931,0.5441,0.4492,0.3731,0.5453,0.4386,0.7441,0.5475,0.905,0.6801,0.7975,0.4371,0.4928,0.7094,0.3423,0.2807,0.8,0.2705,0.1382,0.1522,0.4981,0.3953,0.5619,0.2793,0.4774,0.5557,0.3333,0.7691,0.5485,0.4578,0.4697,0.391,0.4667,0.4231,0.6218,0.1852,1
0.1875,0.8333,0.1786,0.8545,0.0483,0.8306,0.7441,0.6878,0.5586,0.4651,0.6429,0.2923,0.7931,0.5441,0.4492,0.3731,0.5453,0.4386,0.7441,0.5475,0.905,0.6801,0.7975,0.4371,0.4928,0.7094,0.3423,0.2807,0.8,0.2705,0.1382,0.1522,0.4981,0.3953,0.5619,0.2793,0.4774,0.5557,0.3333,0.7691,0.5485,0.4578,0.4697,0.391,0.4667,0.4231,0.6218,0.1852,0.0625,1,0,1,0,0.9866,0.7119,0.5926,0.2888,0.27,0.6007,0.4384,0.6207,0.4706,1,0.8657,0.6594,0.5403,0.6833,0.6179,0.676,0.3199,0.7093,0,0.736,0.641,0.7116,0.6497,0.8667,0.5545,0.374,0.2826,0.7413,0.6558,0.522,0.2117,0.7695,0.2836,0.0671,0.9412,0.5385,0.4337,0.4026,0.0385,0.2095,0.6209,0.7115,0.287,0
