S1,W1,L1,WINPCT1,RPI1,RPIRATE1,PTS1,PPG1,3FG1,3FGA1,AST1,TO1,ASTTORATIO1,APG1,BLKS1,BKPG1,DREBS1,DRPG1,FGM1,FGA1,FGPCT1,OPPFG1,OPPFGA1,OPPFGPCT1,FTA1,FTPCT1,OREBS1,ORPG1,GM1,FOULS1,PFPG1,DQ1,REB1,RPG1,OPPREB1,OPPRPG1,REBMAR1,OPPPTS1,OPPPPG1,SCRMAR1,ST1,STPG1,OPP3FGA1,OPP3FGPCT1,3PG1,OPPTO1,TORATIO1,TOPG1,S2,W2,L2,WINPCT2,RPI2,RPIRATE2,PTS2,PPG2,3FG2,3FGA2,AST2,TO2,ASTTORATIO2,APG2,BLKS2,BKPG2,DREBS2,DRPG2,FGM2,FGA2,FGPCT2,OPPFG2,OPPFGA2,OPPFGPCT2,FTA2,FTPCT2,OREBS2,ORPG2,GM2,FOULS2,PFPG2,DQ2,REB2,RPG2,OPPREB2,OPPRPG2,REBMAR2,OPPPTS2,OPPPPG2,SCRMAR2,ST2,STPG2,OPP3FGA2,OPP3FGPCT2,3PG2,OPPTO2,TORATIO2,TOPG2,T1RESULT
0.0625,0.9444,0.1071,0.9184,0.0085,0.9624,0.7119,0.5423,0.5204,0.4803,0.511,0.1175,0.8552,0.3529,0.4025,0.3134,0.6031,0.4158,0.6943,0.5902,0.7374,0.5882,0.6877,0.4431,0.5046,0.7991,0.4876,0.3944,0.9333,0.1818,0,0.087,0.6017,0.4465,0.367,0.0541,0.7284,0.4329,0.1574,0.8148,0.2742,0.1807,0.2605,0.7051,0.4,0.337,0.641,0,0.125,0.8889,0.1071,0.9129,0.0142,0.957,0.7175,0.6508,0.2616,0.2235,0.5549,0.4699,0.5517,0.4485,0.4195,0.3433,0.6547,0.5883,0.6874,0.553,0.7877,0.3695,0.5608,0.2635,0.7763,0.6111,0.5456,0.4996,0.8,0.5909,0.439,0.3043,0.6609,0.6,0.3087,0.0676,0.8519,0.3907,0.1921,0.8715,0.612,0.5181,0.3618,0.4487,0.2,0.6026,0.6795,0.3333,1
0.125,0.8889,0.1071,0.9129,0.0142,0.957,0.7175,0.6508,0.2616,0.2235,0.5549,0.4699,0.5517,0.4485,0.4195,0.3433,0.6547,0.5883,0.6874,0.553,0.7877,0.3695,0.5608,0.2635,0.7763,0.6111,0.5456,0.4996,0.8,0.5909,0.439,0.3043,0.6609,0.6,0.3087,0.0676,0.8519,0.3907,0.1921,0.8715,0.612,0.5181,0.3618,0.4487,0.2,0.6026,0.6795,0.3333,0.0625,0.9444,0.1071,0.9184,0.0085,0.9624,0.7119,0.5423,0.5204,0.4803,0.511,0.1175,0.8552,0.3529,0.4025,0.3134,0.6031,0.4158,0.6943,0.5902,0.7374,0.5882,0.6877,0.4431,0.5046,0.7991,0.4876,0.3944,0.9333,0.1818,0,0.087,0.6017,0.4465,0.367,0.0541,0.7284,0.4329,0.1574,0.8148,0.2742,0.1807,0.2605,0.7051,0.4,0.337,0.641,0,0
0.25,0.6944,0.2857,0.753,0.054,0.8118,0.4985,0.4497,0.2752,0.3327,0.3553,0.4384,0.3931,0.2794,0.6822,0.6418,0.5125,0.5004,0.5062,0.5372,0.4581,0.3511,0.5671,0.2275,0.5397,0.3932,0.6349,0.6514,0.6667,0.4591,0.3902,0.2391,0.6143,0.6326,0.5804,0.3784,0.5967,0.3093,0.1944,0.7015,0.6388,0.6024,0.3724,0.2436,0.2381,0.5714,0.6795,0.3611,0.4375,0.6944,0.3929,0.6891,0.071,0.8091,0.6469,0.5053,0.5368,0.453,0.7711,0.533,0.6897,0.6471,0.6102,0.5075,0.7078,0.6054,0.6943,0.6424,0.6592,0.4724,0.6985,0.2515,0.4382,0.2393,0.5975,0.5301,0.8667,0.7205,0.5203,0.3696,0.718,0.6279,0.5676,0.2477,0.7119,0.5436,0.2824,0.6667,0.3712,0.2771,0.4895,0.3205,0.4286,0.4084,0.4679,0.3611,0
0.4375,0.6944,0.3929,0.6891,0.071,0.8091,0.6469,0.5053,0.5368,0.453,0.7711,0.533,0.6897,0.6471,0.6102,0.5075,0.7078,0.6054,0.6943,0.6424,0.6592,0.4724,0.6985,0.2515,0.4382,0.2393,0.5975,0.5301,0.8667,0.7205,0.5203,0.3696,0.718,0.6279,0.5676,0.2477,0.7119,0.5436,0.2824,0.6667,0.3712,0.2771,0.4895,0.3205,0.4286,0.4084,0.4679,0.3611,0.25,0.6944,0.2857,0.753,0.054,0.8118,0.4985,0.4497,0.2752,0.3327,0.3553,0.4384,0.3931,0.2794,0.6822,0.6418,0.5125,0.5004,0.5062,0.5372,0.4581,0.3511,0.5671,0.2275,0.5397,0.3932,0.6349,0.6514,0.6667,0.4591,0.3902,0.2391,0.6143,0.6326,0.5804,0.3784,0.5967,0.3093,0.1944,0.7015,0.6388,0.6024,0.3724,0.2436,0.2381,0.5714,0.6795,0.3611,1
0.0625,0.9167,0.1071,0.9151,0.0114,0.9543,0.8096,0.7222,0.5068,0.4216,0.6648,0.4756,0.6483,0.5368,0.4958,0.403,0.6594,0.5403,0.8119,0.6503,0.8659,0.7096,0.8578,0.4072,0.645,0.5256,0.6162,0.5496,0.8667,0.4227,0.252,0.1522,0.6967,0.6,0.5391,0.2252,0.7119,0.5579,0.2963,0.8322,0.6221,0.506,0.3855,0.3141,0.4095,0.5256,0.6026,0.3148,0.125,0.9167,0.0714,0.9416,0.0199,0.9032,0.7574,0.7063,0.455,0.3488,0.7234,0.4069,0.7586,0.625,0.3983,0.3284,0.7531,0.7234,0.7911,0.5649,0.9665,0.4871,0.7435,0.2156,0.5579,0.4915,0.5,0.4504,0.8,0.4909,0.3496,0.1522,0.7006,0.6512,0.4395,0.1757,0.7942,0.4443,0.2384,0.8736,0.4482,0.3614,0.4171,0.4167,0.3714,0.4286,0.5577,0.2778,1
0.125,0.9167,0.0714,0.9416,0.0199,0.9032,0.7574,0.7063,0.455,0.3488,0.7234,0.4069,0.7586,0.625,0.3983,0.3284,0.7531,0.7234,0.7911,0.5649,0.9665,0.4871,0.7435,0.2156,0.5579,0.4915,0.5,0.4504,0.8,0.4909,0.3496,0.1522,0.7006,0.6512,0.4395,0.1757,0.7942,0.4443,0.2384,0.8736,0.4482,0.3614,0.4171,0.4167,0.3714,0.4286,0.5577,0.2778,0.0625,0.9167,0.1071,0.9151,0.0114,0.9543,0.8096,0.7222,0.5068,0.4216,0.6648,0.4756,0.6483,0.5368,0.4958,0.403,0.6594,0.5403,0.8119,0.6503,0.8659,0.7096,0.8578,0.4072,0.645,0.5256,0.6162,0.5496,0.8667,0.4227,0.252,0.1522,0.6967,0.6,0.5391,0.2252,0.7119,0.5579,0.2963,0.8322,0.6221,0.506,0.3855,0.3141,0.4095,0.5256,0.6026,0.3148,0
0.0625,1,0,1,0,0.9866,0.7119,0.5926,0.2888,0.27,0.6007,0.4384,0.6207,0.4706,1,0.8657,0.6594,0.5403,0.6833,0.6179,0.676,0.3199,0.7093,0,0.736,0.641,0.7116,0.6497,0.8667,0.5545,0.374,0.2826,0.7413,0.6558,0.522,0.2117,0.7695,0.2836,0.0671,0.9412,0.5385,0.4337,0.4026,0.0385,0.2095,0.6209,0.7115,0.287,0.0625,0.9444,0.1071,0.9184,0.0085,0.9624,0.7119,0.5423,0.5204,0.4803,0.511,0.1175,0.8552,0.3529,0.4025,0.3134,0.6031,0.4158,0.6943,0.5902,0.7374,0.5882,0.6877,0.4431,0.5046,0.7991,0.4876,0.3944,0.9333,0.1818,0,0.087,0.6017,0.4465,0.367,0.0541,0.7284,0.4329,0.1574,0.8148,0.2742,0.1807,0.2605,0.7051,0.4,0.337,0.641,0,0
0.0625,0.9444,0.1071,0.9184,0.0085,0.9624,0.7119,0.5423,0.5204,0.4803,0.511,0.1175,0.8552,0.3529,0.4025,0.3134,0.6031,0.4158,0.6943,0.5902,0.7374,0.5882,0.6877,0.4431,0.5046,0.7991,0.4876,0.3944,0.9333,0.1818,0,0.087,0.6017,0.4465,0.367,0.0541,0.7284,0.4329,0.1574,0.8148,0.2742,0.1807,0.2605,0.7051,0.4,0.337,0.641,0,0.0625,1,0,1,0,0.9866,0.7119,0.5926,0.2888,0.27,0.6007,0.4384,0.6207,0.4706,1,0.8657,0.6594,0.5403,0.6833,0.6179,0.676,0.3199,0.7093,0,0.736,0.641,0.7116,0.6497,0.8667,0.5545,0.374,0.2826,0.7413,0.6558,0.522,0.2117,0.7695,0.2836,0.0671,0.9412,0.5385,0.4337,0.4026,0.0385,0.2095,0.6209,0.7115,0.287,1
0.4375,0.6944,0.3929,0.6891,0.071,0.8091,0.6469,0.5053,0.5368,0.453,0.7711,0.533,0.6897,0.6471,0.6102,0.5075,0.7078,0.6054,0.6943,0.6424,0.6592,0.4724,0.6985,0.2515,0.4382,0.2393,0.5975,0.5301,0.8667,0.7205,0.5203,0.3696,0.718,0.6279,0.5676,0.2477,0.7119,0.5436,0.2824,0.6667,0.3712,0.2771,0.4895,0.3205,0.4286,0.4084,0.4679,0.3611,0.0625,0.9167,0.1071,0.9151,0.0114,0.9543,0.8096,0.7222,0.5068,0.4216,0.6648,0.4756,0.6483,0.5368,0.4958,0.403,0.6594,0.5403,0.8119,0.6503,0.8659,0.7096,0.8578,0.4072,0.645,0.5256,0.6162,0.5496,0.8667,0.4227,0.252,0.1522,0.6967,0.6,0.5391,0.2252,0.7119,0.5579,0.2963,0.8322,0.6221,0.506,0.3855,0.3141,0.4095,0.5256,0.6026,0.3148,0
0.0625,0.9167,0.1071,0.9151,0.0114,0.9543,0.8096,0.7222,0.5068,0.4216,0.6648,0.4756,0.6483,0.5368,0.4958,0.403,0.6594,0.5403,0.8119,0.6503,0.8659,0.7096,0.8578,0.4072,0.645,0.5256,0.6162,0.5496,0.8667,0.4227,0.252,0.1522,0.6967,0.6,0.5391,0.2252,0.7119,0.5579,0.2963,0.8322,0.6221,0.506,0.3855,0.3141,0.4095,0.5256,0.6026,0.3148,0.4375,0.6944,0.3929,0.6891,0.071,0.8091,0.6469,0.5053,0.5368,0.453,0.7711,0.533,0.6897,0.6471,0.6102,0.5075,0.7078,0.6054,0.6943,0.6424,0.6592,0.4724,0.6985,0.2515,0.4382,0.2393,0.5975,0.5301,0.8667,0.7205,0.5203,0.3696,0.718,0.6279,0.5676,0.2477,0.7119,0.5436,0.2824,0.6667,0.3712,0.2771,0.4895,0.3205,0.4286,0.4084,0.4679,0.3611,1
0.0625,0.9444,0.1071,0.9184,0.0085,0.9624,0.7119,0.5423,0.5204,0.4803,0.511,0.1175,0.8552,0.3529,0.4025,0.3134,0.6031,0.4158,0.6943,0.5902,0.7374,0.5882,0.6877,0.4431,0.5046,0.7991,0.4876,0.3944,0.9333,0.1818,0,0.087,0.6017,0.4465,0.367,0.0541,0.7284,0.4329,0.1574,0.8148,0.2742,0.1807,0.2605,0.7051,0.4,0.337,0.641,0,0.0625,0.9167,0.1071,0.9151,0.0114,0.9543,0.8096,0.7222,0.5068,0.4216,0.6648,0.4756,0.6483,0.5368,0.4958,0.403,0.6594,0.5403,0.8119,0.6503,0.8659,0.7096,0.8578,0.4072,0.645,0.5256,0.6162,0.5496,0.8667,0.4227,0.252,0.1522,0.6967,0.6,0.5391,0.2252,0.7119,0.5579,0.2963,0.8322,0.6221,0.506,0.3855,0.3141,0.4095,0.5256,0.6026,0.3148,0
0.0625,0.9167,0.1071,0.9151,0.0114,0.9543,0.8096,0.7222,0.5068,0.4216,0.6648,0.4756,0.6483,0.5368,0.4958,0.403,0.6594,0.5403,0.8119,0.6503,0.8659,0.7096,0.8578,0.4072,0.645,0.5256,0.6162,0.5496,0.8667,0.4227,0.252,0.1522,0.6967,0.6,0.5391,0.2252,0.7119,0.5579,0.2963,0.8322,0.6221,0.506,0.3855,0.3141,0.4095,0.5256,0.6026,0.3148,0.0625,0.9444,0.1071,0.9184,0.0085,0.9624,0.7119,0.5423,0.5204,0.4803,0.511,0.1175,0.8552,0.3529,0.4025,0.3134,0.6031,0.4158,0.6943,0.5902,0.7374,0.5882,0.6877,0.4431,0.5046,0.7991,0.4876,0.3944,0.9333,0.1818,0,0.087,0.6017,0.4465,0.367,0.0541,0.7284,0.4329,0.1574,0.8148,0.2742,0.1807,0.2605,0.7051,0.4,0.337,0.641,0,1
0.0625,0.8611,0.1429,0.8831,0,0.9946,0.8086,0.7751,0.564,0.4176,0.6941,0.639,0.5517,0.5956,0.5339,0.4627,0.7375,0.7014,0.8022,0.663,0.8268,0.546,0.7849,0.2575,0.606,0.5855,0.527,0.4792,0.8,0.6795,0.5203,0.2174,0.7035,0.6558,0.5491,0.2703,0.716,0.6064,0.375,0.8017,0.5385,0.4578,0.5079,0.359,0.4762,0.5495,0.5321,0.4815,0.3125,0.6944,0.2857,0.753,0.0369,0.8333,0.6223,0.627,0.4632,0.4287,0.489,0.5817,0.4207,0.4338,0.6907,0.6418,0.5875,0.6086,0.5961,0.4533,0.7765,0.5478,0.7372,0.3174,0.4772,0.8248,0.3548,0.3333,0.6667,0.4205,0.3496,0.1739,0.53,0.5209,0.4595,0.2703,0.5967,0.485,0.3542,0.6993,0.3913,0.3494,0.5395,0.3526,0.419,0.3791,0.4038,0.4907,1
0.3125,0.6944,0.2857,0.753,0.0369,0.8333,0.6223,0.627,0.4632,0.4287,0.489,0.5817,0.4207,0.4338,0.6907,0.6418,0.5875,0.6086,0.5961,0.4533,0.7765,0.5478,0.7372,0.3174,0.4772,0.8248,0.3548,0.3333,0.6667,0.4205,0.3496,0.1739,0.53,0.5209,0.4595,0.2703,0.5967,0.485,0.3542,0.6993,0.3913,0.3494,0.5395,0.3526,0.419,0.3791,0.4038,0.4907,0.0625,0.8611,0.1429,0.8831,0,0.9946,0.8086,0.7751,0.564,0.4176,0.6941,0.639,0.5517,0.5956,0.5339,0.4627,0.7375,0.7014,0.8022,0.663,0.8268,0.546,0.7849,0.2575,0.606,0.5855,0.527,0.4792,0.8,0.6795,0.5203,0.2174,0.7035,0.6558,0.5491,0.2703,0.716,0.6064,0.375,0.8017,0.5385,0.4578,0.5079,0.359,0.4762,0.5495,0.5321,0.4815,0
0.1875,0.6944,0.25,0.7762,0.0227,0.8844,0.5752,0.6138,0.3924,0.3316,0.3901,0.3668,0.469,0.3456,0.4025,0.3731,0.4688,0.4931,0.5463,0.4161,0.7374,0.5313,0.6121,0.4611,0.5137,0.7393,0.3776,0.3817,0.6,0.3659,0.3333,0.1739,0.4671,0.4837,0.3997,0.2613,0.572,0.4557,0.3704,0.6732,0.4114,0.3855,0.3566,0.5064,0.3714,0.3864,0.5449,0.3241,0.125,0.9167,0.1429,0.8908,0.0085,0.9301,0.8234,0.6878,0.6812,0.6512,0.7546,0.5301,0.6828,0.5956,0.4407,0.3433,0.7266,0.5761,0.7939,0.6946,0.7598,0.6066,0.8272,0.2934,0.5059,0.8803,0.4212,0.3265,0.9333,0.5909,0.3659,0.2391,0.6473,0.4977,0.6743,0.2973,0.5556,0.5871,0.2824,0.817,0.6355,0.506,0.6579,0.4744,0.5429,0.6593,0.6923,0.3333,0
0.125,0.9167,0.1429,0.8908,0.0085,0.9301,0.8234,0.6878,0.6812,0.6512,0.7546,0.5301,0.6828,0.5956,0.4407,0.3433,0.7266,0.5761,0.7939,0.6946,0.7598,0.6066,0.8272,0.2934,0.5059,0.8803,0.4212,0.3265,0.9333,0.5909,0.3659,0.2391,0.6473,0.4977,0.6743,0.2973,0.5556,0.5871,0.2824,0.817,0.6355,0.506,0.6579,0.4744,0.5429,0.6593,0.6923,0.3333,0.1875,0.6944,0.25,0.7762,0.0227,0.8844,0.5752,0.6138,0.3924,0.3316,0.3901,0.3668,0.469,0.3456,0.4025,0.3731,0.4688,0.4931,0.5463,0.4161,0.7374,0.5313,0.6121,0.4611,0.5137,0.7393,0.3776,0.3817,0.6,0.3659,0.3333,0.1739,0.4671,0.4837,0.3997,0.2613,0.572,0.4557,0.3704,0.6732,0.4114,0.3855,0.3566,0.5064,0.3714,0.3864,0.5449,0.3241,1
0.0625,0.8056,0.2143,0.8258,0.0028,0.9543,0.7579,0.7063,0.4441,0.4479,0.5348,0.5043,0.5103,0.4265,0.8008,0.7015,0.5797,0.4858,0.7317,0.6812,0.6704,0.6526,0.784,0.4132,0.6892,0.5897,0.61,0.5683,0.8,0.575,0.4228,0.2609,0.6444,0.5814,0.5775,0.2928,0.6296,0.6379,0.4028,0.719,0.612,0.5181,0.5447,0.6154,0.3619,0.6209,0.6795,0.3611,0.25,0.6389,0.3571,0.6913,0.0568,0.8091,0.7221,0.7698,0.6294,0.542,0.467,0.2837,0.6207,0.4044,0.5254,0.4776,0.475,0.4459,0.6515,0.606,0.6313,0.7757,0.8245,0.5449,0.6359,0.6282,0.5768,0.5852,0.6667,0.4159,0.3496,0.3913,0.564,0.5674,0.6743,0.4595,0.465,0.6343,0.4884,0.6906,0.4448,0.4096,0.4276,0.4808,0.581,0.4322,0.641,0.2222,1
0.25,0.6389,0.3571,0.6913,0.0568,0.8091,0.7221,0.7698,0.6294,0.542,0.467,0.2837,0.6207,0.4044,0.5254,0.4776,0.475,0.4459,0.6515,0.606,0.6313,0.7757,0.8245,0.5449,0.6359,0.6282,0.5768,0.5852,0.6667,0.4159,0.3496,0.3913,0.564,0.5674,0.6743,0.4595,0.465,0.6343,0.4884,0.6906,0.4448,0.4096,0.4276,0.4808,0.581,0.4322,0.641,0.2222,0.0625,0.8056,0.2143,0.8258,0.0028,0.9543,0.7579,0.7063,0.4441,0.4479,0.5348,0.5043,0.5103,0.4265,0.8008,0.7015,0.5797,0.4858,0.7317,0.6812,0.6704,0.6526,0.784,0.4132,0.6892,0.5897,0.61,0.5683,0.8,0.575,0.4228,0.2609,0.6444,0.5814,0.5775,0.2928,0.6296,0.6379,0.4028,0.719,0.612,0.5181,0.5447,0.6154,0.3619,0.6209,0.6795,0.3611,0
0.1875,0.7222,0.2857,0.7607,0.0483,0.8145,0.675,0.6455,0.5014,0.5137,0.7106,0.5501,0.6276,0.6471,0.428,0.3731,0.6469,0.6347,0.6625,0.6638,0.5698,0.5257,0.7111,0.3174,0.6034,0.4103,0.6826,0.6751,0.7333,0.5636,0.4553,0.1739,0.72,0.7256,0.6373,0.3829,0.6708,0.5264,0.3472,0.7211,0.5619,0.494,0.6697,0.4359,0.4381,0.6227,0.6603,0.4352,0.125,0.75,0.25,0.7905,0.0142,0.9005,0.7364,0.7328,0.7766,0.5976,0.5714,0.6562,0.4483,0.4926,0.6653,0.597,0.6906,0.6957,0.6999,0.6772,0.6201,0.693,0.8884,0.3473,0.4642,0.6239,0.5373,0.5148,0.7333,0.475,0.3659,0.1522,0.6793,0.6698,0.6999,0.4369,0.5761,0.6486,0.456,0.6906,0.5184,0.4578,0.6382,0.4615,0.6952,0.5037,0.4808,0.5278,0
0.125,0.75,0.25,0.7905,0.0142,0.9005,0.7364,0.7328,0.7766,0.5976,0.5714,0.6562,0.4483,0.4926,0.6653,0.597,0.6906,0.6957,0.6999,0.6772,0.6201,0.693,0.8884,0.3473,0.4642,0.6239,0.5373,0.5148,0.7333,0.475,0.3659,0.1522,0.6793,0.6698,0.6999,0.4369,0.5761,0.6486,0.456,0.6906,0.5184,0.4578,0.6382,0.4615,0.6952,0.5037,0.4808,0.5278,0.1875,0.7222,0.2857,0.7607,0.0483,0.8145,0.675,0.6455,0.5014,0.5137,0.7106,0.5501,0.6276,0.6471,0.428,0.3731,0.6469,0.6347,0.6625,0.6638,0.5698,0.5257,0.7111,0.3174,0.6034,0.4103,0.6826,0.6751,0.7333,0.5636,0.4553,0.1739,0.72,0.7256,0.6373,0.3829,0.6708,0.5264,0.3472,0.7211,0.5619,0.494,0.6697,0.4359,0.4381,0.6227,0.6603,0.4352,1
0.0625,0.8611,0.2143,0.8357,0.0114,0.9086,0.9222,0.8148,0.346,0.3741,0.8919,0.5043,0.8207,0.7353,0.6144,0.4925,0.7609,0.6208,1,0.943,0.7542,0.7665,0.9514,0.3713,0.5839,0.7308,0.8714,0.7863,0.9333,0.675,0.4472,0.1087,0.8789,0.7767,0.6145,0.2477,0.8436,0.77,0.4306,0.7821,0.592,0.4578,0.6711,0.6218,0.2476,0.5806,0.6346,0.3148,0.3125,0.6944,0.25,0.7762,0.0653,0.793,0.7073,0.8095,0.6757,0.5207,0.6136,0.6275,0.4966,0.6029,0.4449,0.4179,0.4766,0.5045,0.704,0.5261,0.8659,0.6048,0.6382,0.5389,0.4057,0.6624,0.5519,0.5852,0.6,0.5136,0.4878,0.1739,0.5533,0.6,0.3001,0.1712,0.7572,0.5186,0.4282,0.78,0.4916,0.4699,0.3895,0.5,0.6571,0.4835,0.4744,0.5648,1
0.3125,0.6944,0.25,0.7762,0.0653,0.793,0.7073,0.8095,0.6757,0.5207,0.6136,0.6275,0.4966,0.6029,0.4449,0.4179,0.4766,0.5045,0.704,0.5261,0.8659,0.6048,0.6382,0.5389,0.4057,0.6624,0.5519,0.5852,0.6,0.5136,0.4878,0.1739,0.5533,0.6,0.3001,0.1712,0.7572,0.5186,0.4282,0.78,0.4916,0.4699,0.3895,0.5,0.6571,0.4835,0.4744,0.5648,0.0625,0.8611,0.2143,0.8357,0.0114,0.9086,0.9222,0.8148,0.346,0.3741,0.8919,0.5043,0.8207,0.7353,0.6144,0.4925,0.7609,0.6208,1,0.943,0.7542,0.7665,0.9514,0.3713,0.5839,0.7308,0.8714,0.7863,0.9333,0.675,0.4472,0.1087,0.8789,0.7767,0.6145,0.2477,0.8436,0.77,0.4306,0.7821,0.592,0.4578,0.6711,0.6218,0.2476,0.5806,0.6346,0.3148,0
0.375,0.6111,0.3929,0.6615,0.0852,0.7581,0.6116,0.6111,0.4496,0.3893,0.467,0.298,0.6069,0.4044,0.4661,0.4179,0.4922,0.4711,0.6362,0.5324,0.7207,0.6507,0.7435,0.4671,0.3823,0.7094,0.4834,0.4792,0.6667,0.2795,0.2114,0.087,0.531,0.5209,0.5036,0.3108,0.5638,0.5857,0.4444,0.6013,0.3512,0.3133,0.5289,0.6667,0.4095,0.2802,0.4872,0.2407,0.4375,0.5556,0.4286,0.6196,0.1193,0.7419,0.4422,0.418,0.3597,0.3448,0.3205,0.3754,0.4,0.2647,0.3475,0.3284,0.4078,0.402,0.4205,0.4335,0.4413,0.4007,0.4806,0.4311,0.4564,0.5427,0.5187,0.5462,0.6,0.3818,0.3496,0.1957,0.4952,0.5209,0.3883,0.2477,0.6173,0.3657,0.287,0.5904,0.3779,0.3614,0.2618,0.6923,0.3333,0.4121,0.5641,0.3333,1
0.4375,0.5556,0.4286,0.6196,0.1193,0.7419,0.4422,0.418,0.3597,0.3448,0.3205,0.3754,0.4,0.2647,0.3475,0.3284,0.4078,0.402,0.4205,0.4335,0.4413,0.4007,0.4806,0.4311,0.4564,0.5427,0.5187,0.5462,0.6,0.3818,0.3496,0.1957,0.4952,0.5209,0.3883,0.2477,0.6173,0.3657,0.287,0.5904,0.3779,0.3614,0.2618,0.6923,0.3333,0.4121,0.5641,0.3333,0.375,0.6111,0.3929,0.6615,0.0852,0.7581,0.6116,0.6111,0.4496,0.3893,0.467,0.298,0.6069,0.4044,0.4661,0.4179,0.4922,0.4711,0.6362,0.5324,0.7207,0.6507,0.7435,0.4671,0.3823,0.7094,0.4834,0.4792,0.6667,0.2795,0.2114,0.087,0.531,0.5209,0.5036,0.3108,0.5638,0.5857,0.4444,0.6013,0.3512,0.3133,0.5289,0.6667,0.4095,0.2802,0.4872,0.2407,0
0.0625,0.75,0.25,0.7905,0.0057,0.9409,0.5716,0.5026,0.346,0.2437,0.5971,0.2579,0.7862,0.5221,0.3686,0.3134,0.4625,0.3751,0.6252,0.4699,0.8045,0.3695,0.4689,0.3952,0.329,0.7521,0.3631,0.3223,0.7333,0.3977,0.2927,0.1522,0.4564,0.3814,0.2845,0.0811,0.6461,0.3579,0.2014,0.7407,0.3579,0.3012,0.4447,0.5256,0.2952,0.4304,0.6538,0.1759,0.25,0.5833,0.3929,0.6505,0.0625,0.8038,0.6924,0.7884,0.5341,0.4479,0.6447,0.4097,0.6828,0.6397,0.4661,0.4478,0.5797,0.6583,0.7953,0.625,0.8715,0.7537,0.8299,0.503,0.2419,0.5385,0.3237,0.3189,0.6,0.2773,0.2439,0.2609,0.5107,0.5395,0.5861,0.4279,0.4691,0.6457,0.5463,0.6514,0.4214,0.3976,0.6053,0.4487,0.5143,0.4249,0.5577,0.3704,1
0.25,0.5833,0.3929,0.6505,0.0625,0.8038,0.6924,0.7884,0.5341,0.4479,0.6447,0.4097,0.6828,0.6397,0.4661,0.4478,0.5797,0.6583,0.7953,0.625,0.8715,0.7537,0.8299,0.503,0.2419,0.5385,0.3237,0.3189,0.6,0.2773,0.2439,0.2609,0.5107,0.5395,0.5861,0.4279,0.4691,0.6457,0.5463,0.6514,0.4214,0.3976,0.6053,0.4487,0.5143,0.4249,0.5577,0.3704,0.0625,0.75,0.25,0.7905,0.0057,0.9409,0.5716,0.5026,0.346,0.2437,0.5971,0.2579,0.7862,0.5221,0.3686,0.3134,0.4625,0.3751,0.6252,0.4699,0.8045,0.3695,0.4689,0.3952,0.329,0.7521,0.3631,0.3223,0.7333,0.3977,0.2927,0.1522,0.4564,0.3814,0.2845,0.0811,0.6461,0.3579,0.2014,0.7407,0.3579,0.3012,0.4447,0.5256,0.2952,0.4304,0.6538,0.1759,0
0.6875,0.7222,0.25,0.7839,0.125,0.7392,0.6812,0.7116,0.5014,0.4287,0.5073,0.467,0.5103,0.4485,0.3347,0.2985,0.7422,0.8324,0.6902,0.5641,0.7765,0.5202,0.7552,0.2515,0.4304,0.7778,0.4855,0.4818,0.6667,0.4591,0.3902,0.2174,0.687,0.7302,0.441,0.2568,0.7942,0.4564,0.3287,0.793,0.311,0.2651,0.4961,0.2115,0.4571,0.3315,0.4295,0.3889,0.625,0.5833,0.4643,0.6119,0.2074,0.6828,0.5527,0.4762,0.594,0.5672,0.5,0.5301,0.4621,0.4191,0.5593,0.4925,0.4813,0.4011,0.5145,0.5641,0.4358,0.5533,0.7201,0.3473,0.4668,0.4786,0.6162,0.6022,0.7333,0.4023,0.3008,0.3478,0.5862,0.5488,0.7269,0.4595,0.4486,0.4914,0.3171,0.61,0.6957,0.6265,0.6632,0.2692,0.5238,0.5513,0.6026,0.4167,0
0.625,0.5833,0.4643,0.6119,0.2074,0.6828,0.5527,0.4762,0.594,0.5672,0.5,0.5301,0.4621,0.4191,0.5593,0.4925,0.4813,0.4011,0.5145,0.5641,0.4358,0.5533,0.7201,0.3473,0.4668,0.4786,0.6162,0.6022,0.7333,0.4023,0.3008,0.3478,0.5862,0.5488,0.7269,0.4595,0.4486,0.4914,0.3171,0.61,0.6957,0.6265,0.6632,0.2692,0.5238,0.5513,0.6026,0.4167,0.6875,0.7222,0.25,0.7839,0.125,0.7392,0.6812,0.7116,0.5014,0.4287,0.5073,0.467,0.5103,0.4485,0.3347,0.2985,0.7422,0.8324,0.6902,0.5641,0.7765,0.5202,0.7552,0.2515,0.4304,0.7778,0.4855,0.4818,0.6667,0.4591,0.3902,0.2174,0.687,0.7302,0.441,0.2568,0.7942,0.4564,0.3287,0.793,0.311,0.2651,0.4961,0.2115,0.4571,0.3315,0.4295,0.3889,1
